input_text,target_text
<sambas> nukkar,<id> menukar
<id> sejenis,<sambas> bangse
<sambas> bangse,<id> sejenis
<id> sejenis,<sambas> macamnak
<sambas> macamnak,<id> sejenis
<id> lari,<sambas> cacak
<sambas> cacak,<id> lari
<id> lari,<sambas> becacak
<sambas> becacak,<id> lari
<id> saya pikir,<sambas> kusangkak
<sambas> kusangkak,<id> saya pikir
<id> menegur,<sambas> naggor
<sambas> naggor,<id> menegur
<id> ubi kayu,<sambas> bandong
<sambas> bandong,<id> ubi kayu
<id> tebus,<sambas> tabus
<sambas> tabus,<id> tebus
<id> sepupu,<sambas> petunggalan
<sambas> petunggalan,<id> sepupu
<id> ngejek,<sambas> ngolok
<sambas> ngolok,<id> ngejek
<id> membuka lebar,<sambas> bissak
<sambas> bissak,<id> membuka lebar
<id> burung,<sambas> burrong
<sambas> burrong,<id> burung
<id> kelapa,<sambas> kelapak
<sambas> kelapak,<id> kelapa
<id> rupanya,<sambas> gassa'ang
<sambas> gassa'ang,<id> rupanya
<id> benci,<sambas> bancik
<sambas> bancik,<id> benci
<id> ruang depan,<sambas> ruang dapan
<sambas> ruang dapan,<id> ruang depan
<id> mematahkan,<sambas> pulakkan
<sambas> pulakkan,<id> mematahkan
<id> mengelap,<sambas> allap
<sambas> allap,<id> mengelap
<id> minum kopi,<sambas> ngopi
<sambas> ngopi,<id> minum kopi
<id> menjalani,<sambas> nyalanek
<sambas> nyalanek,<id> menjalani
<id> para anak kecil,<sambas> cik kericik
<sambas> cik kericik,<id> para anak kecil
<id> air,<sambas> aek
<sambas> aek,<id> air
<id> kapalan,<sambas> kaddalan
<sambas> kaddalan,<id> kapalan
<id> bopeng,<sambas> bore'
<sambas> bore',<id> bopeng
<id> sedotan,<sambas> garong
<sambas> garong,<id> sedotan
<id> maklum,<sambas> ma'lom
<sambas> ma'lom,<id> maklum
<id> Kalimantan Barat,<sambas> Kalimantan barat
<sambas> Kalimantan barat,<id> Kalimantan Barat
<id> sampah,<sambas> uras
<sambas> uras,<id> sampah
<id> berhenti,<sambas> beranti
<sambas> beranti,<id> berhenti
<id> beristri,<sambas> bebini
<sambas> bebini,<id> beristri
<id> mudah,<sambas> gampang
<sambas> gampang,<id> mudah
<id> makan lauk dalam jumlah banyak.,<sambas> ratah
<sambas> ratah,<id> makan lauk dalam jumlah banyak.
<id> makin,<sambas> mangkin
<sambas> mangkin,<id> makin
<id> gelang,<sambas> gallang
<sambas> gallang,<id> gelang
<id> geli,<sambas> galli'
<sambas> galli',<id> geli
<id> jentik,<sambas> ingkatek
<sambas> ingkatek,<id> jentik
<id> jentik-jentik,<sambas> ingkatek
<sambas> ingkatek,<id> jentik-jentik
<id> berdentang,<sambas> bedancang
<sambas> bedancang,<id> berdentang
<id> bersihkan lantai,<sambas> ngappel
<sambas> ngappel,<id> bersihkan lantai
<id> bersihkan lantai,<sambas> ngallap
<sambas> ngallap,<id> bersihkan lantai
<id> iklan,<sambas> tajak
<sambas> tajak,<id> iklan
<id> tempat sirih,<sambas> cambol
<sambas> cambol,<id> tempat sirih
<id> kah,<sambas> ke
<sambas> ke,<id> kah
<id> keranjingan,<sambas> tegile-gile
<sambas> tegile-gile,<id> keranjingan
<id> menjadi jadi,<sambas> makin jadi
<sambas> makin jadi,<id> menjadi jadi
<id> percaya,<sambas> pecayak
<sambas> pecayak,<id> percaya
<id> laut,<sambas> laot
<sambas> laot,<id> laut
<id> tunggu,<sambas> tunggu
<sambas> tunggu,<id> tunggu
<id> tunggu,<sambas> tantek
<sambas> tantek,<id> tunggu
<id> lemari,<sambas> bopet
<sambas> bopet,<id> lemari
<id> salto,<sambas> balik belungkang
<sambas> balik belungkang,<id> salto
<id> salto,<sambas> balik belungking
<sambas> balik belungking,<id> salto
<id> pening,<sambas> paning
<sambas> paning,<id> pening
<id> basa basi,<sambas> buang pelambai
<sambas> buang pelambai,<id> basa basi
<id> terpikat,<sambas> tepikat
<sambas> tepikat,<id> terpikat
<id> 10 ribu,<sambas> 10 ribu
<sambas> 10 ribu,<id> 10 ribu
<id> nafsu,<sambas> nafsu
<sambas> nafsu,<id> nafsu
<id> ubi jalar,<sambas> kimmille'
<sambas> kimmille',<id> ubi jalar
<id> setrika,<sambas> nereka
<sambas> nereka,<id> setrika
<id> helai,<sambas> allai
<sambas> allai,<id> helai
<id> bangkrut,<sambas> bingkrap
<sambas> bingkrap,<id> bangkrut
<id> tidak tegap,<sambas> gaggai
<sambas> gaggai,<id> tidak tegap
<id> kepinding,<sambas> impijjat
<sambas> impijjat,<id> kepinding
<id> berjalan beriringan,<sambas> beririk
<sambas> beririk,<id> berjalan beriringan
<id> batuk keras,<sambas> betakkol
<sambas> betakkol,<id> batuk keras
<id> beruntun,<sambas> bejabu
<sambas> bejabu,<id> beruntun
<id> anjing,<sambas> asok
<sambas> asok,<id> anjing
<id> mendengar,<sambas> nangar
<sambas> nangar,<id> mendengar
<id> berkah,<sambas> barkah
<sambas> barkah,<id> berkah
<id> bandel,<sambas> soso
<sambas> soso,<id> bandel
<id> nakal,<sambas> soso
<sambas> soso,<id> nakal
<id> merinding,<sambas> ngeranjang
<sambas> ngeranjang,<id> merinding
<id> benarlah,<sambas> inyan ke
<sambas> inyan ke,<id> benarlah
<id> ber,<sambas> be
<sambas> be,<id> ber
<id> anting-anting,<sambas> subbang
<sambas> subbang,<id> anting-anting
<id> anting,<sambas> subbang
<sambas> subbang,<id> anting
<id> kemudian,<sambas> laka' iye
<sambas> laka' iye,<id> kemudian
<id> ikan laut,<sambas> ikan laut
<sambas> ikan laut,<id> ikan laut
<id> kurus,<sambas> kerempeng
<sambas> kerempeng,<id> kurus
<id> kurus,<sambas> kurus
<sambas> kurus,<id> kurus
<id> menggeleng,<sambas> ngelek
<sambas> ngelek,<id> menggeleng
<id> adzan,<sambas> ngabbang
<sambas> ngabbang,<id> adzan
<id> menjumpai,<sambas> jumpe
<sambas> jumpe,<id> menjumpai
<id> basah sekali (lantai),<sambas> laccah
<sambas> laccah,<id> basah sekali (lantai)
<id> datuk,<sambas> dato'
<sambas> dato',<id> datuk
<id> emping padi yang masih muda,<sambas> sance
<sambas> sance,<id> emping padi yang masih muda
<id> duduk,<sambas> duddok
<sambas> duddok,<id> duduk
<id> tampan,<sambas> ganteng
<sambas> ganteng,<id> tampan
<id> perkenalan,<sambas> perkenalan
<sambas> perkenalan,<id> perkenalan
<id> bengkak,<sambas> kambang
<sambas> kambang,<id> bengkak
<id> terbalik,<sambas> belungking
<sambas> belungking,<id> terbalik
<id> terbalik,<sambas> tebalik
<sambas> tebalik,<id> terbalik
<id> maka,<sambas> mangke
<sambas> mangke,<id> maka
<id> terjatuh,<sambas> belabik
<sambas> belabik,<id> terjatuh
<id> terjatuh,<sambas> tebuang
<sambas> tebuang,<id> terjatuh
<id> terjatuh,<sambas> telantang
<sambas> telantang,<id> terjatuh
<id> hama,<sambas> ammak
<sambas> ammak,<id> hama
<id> mesjid,<sambas> masjid
<sambas> masjid,<id> mesjid
<id> gaet,<sambas> kaik
<sambas> kaik,<id> gaet
<id> anak muda,<sambas> biak muda
<sambas> biak muda,<id> anak muda
<id> tumbuk,<sambas> tumbok
<sambas> tumbok,<id> tumbuk
<id> gila,<sambas> babang
<sambas> babang,<id> gila
<id> gila,<sambas> lingau
<sambas> lingau,<id> gila
<id> gila,<sambas> nyanyang
<sambas> nyanyang,<id> gila
<id> anak,<sambas> biak
<sambas> biak,<id> anak
<id> urang,<sambas> biak
<sambas> biak,<id> urang
<id> kembali,<sambas> mbalik
<sambas> mbalik,<id> kembali
<id> kembali,<sambas> mballik
<sambas> mballik,<id> kembali
<id> kembali,<sambas> mallik
<sambas> mallik,<id> kembali
<id> kembali,<sambas> malik
<sambas> malik,<id> kembali
<id> belajar,<sambas> nuntut ilmul
<sambas> nuntut ilmul,<id> belajar
<id> belajar,<sambas> belajar
<sambas> belajar,<id> belajar
<id> hangus,<sambas> rattong
<sambas> rattong,<id> hangus
<id> hangus,<sambas> angus
<sambas> angus,<id> hangus
<id> pecah,<sambas> tababbas
<sambas> tababbas,<id> pecah
<id> jomblo,<sambas> jomblo
<sambas> jomblo,<id> jomblo
<id> handsome,<sambas> kacak
<sambas> kacak,<id> handsome
<id> dubur,<sambas> jubbor
<sambas> jubbor,<id> dubur
<id> ancam,<sambas> ancam
<sambas> ancam,<id> ancam
<id> cuti,<sambas> cuti
<sambas> cuti,<id> cuti
<id> ingin lagi,<sambas> nganynyat
<sambas> nganynyat,<id> ingin lagi
<id> dua,<sambas> duak
<sambas> duak,<id> dua
<id> bergetar,<sambas> begajjik
<sambas> begajjik,<id> bergetar
<id> bergetar,<sambas> begantar
<sambas> begantar,<id> bergetar
<id> hampir,<sambas> amper
<sambas> amper,<id> hampir
<id> libur,<sambas> libur
<sambas> libur,<id> libur
<id> masih kenyang,<sambas> sabbol
<sambas> sabbol,<id> masih kenyang
<id> kata,<sambas> nye
<sambas> nye,<id> kata
<id> kata,<sambas> jinye
<sambas> jinye,<id> kata
<id> katanya,<sambas> jinye
<sambas> jinye,<id> katanya
<id> kata nya,<sambas> jinye
<sambas> jinye,<id> kata nya
<id> oleh karena,<sambas> lantaran
<sambas> lantaran,<id> oleh karena
<id> oleh karena,<sambas> mangke
<sambas> mangke,<id> oleh karena
<id> spatula,<sambas> penculik
<sambas> penculik,<id> spatula
<id> kaca,<sambas> kace
<sambas> kace,<id> kaca
<id> besertaan,<sambas> seratte
<sambas> seratte,<id> besertaan
<id> main ditempat tidur,<sambas> berundan
<sambas> berundan,<id> main ditempat tidur
<id> setengah,<sambas> sitangah
<sambas> sitangah,<id> setengah
<id> berkelahi,<sambas> begasak
<sambas> begasak,<id> berkelahi
<id> berkelahi,<sambas> bekelai
<sambas> bekelai,<id> berkelahi
<id> tidak dapat berbuat apa-apa,<sambas> nda tigalle-galle
<sambas> nda tigalle-galle,<id> tidak dapat berbuat apa-apa
<id> jauh,<sambas> jaoh
<sambas> jaoh,<id> jauh
<id> potong habis,<sambas> babat
<sambas> babat,<id> potong habis
<id> ngerti,<sambas> ngerati
<sambas> ngerati,<id> ngerti
<id> drum,<sambas> leger
<sambas> leger,<id> drum
<id> meninju,<sambas> ninju
<sambas> ninju,<id> meninju
<id> meninju,<sambas> barri
<sambas> barri,<id> meninju
<id> bangun,<sambas> bangun
<sambas> bangun,<id> bangun
<id> tak berdaya,<sambas> tilempe
<sambas> tilempe,<id> tak berdaya
<id> mandi disungai,<sambas> mandek disungai
<sambas> mandek disungai,<id> mandi disungai
<id> mandi disungai,<sambas> bekappak
<sambas> bekappak,<id> mandi disungai
<id> berladang,<sambas> kumme
<sambas> kumme,<id> berladang
<id> mekar,<sambas> mangkar
<sambas> mangkar,<id> mekar
<id> semau hati,<sambas> Asal-asalan
<sambas> Asal-asalan,<id> semau hati
<id> jemuran,<sambas> ansaian
<sambas> ansaian,<id> jemuran
<id> tembem,<sambas> kemol
<sambas> kemol,<id> tembem
<id> cakar,<sambas> cabau
<sambas> cabau,<id> cakar
<id> pergi,<sambas> paggi
<sambas> paggi,<id> pergi
<id> kesini,<sambas> kesitok
<sambas> kesitok,<id> kesini
<id> berkicau,<sambas> ngeracau
<sambas> ngeracau,<id> berkicau
<id> pantau,<sambas> tirrau
<sambas> tirrau,<id> pantau
<id> berliku,<sambas> kelok
<sambas> kelok,<id> berliku
<id> berliku,<sambas> bekelok
<sambas> bekelok,<id> berliku
<id> perkara,<sambas> pekare
<sambas> pekare,<id> perkara
<id> marah,<sambas> manas
<sambas> manas,<id> marah
<id> minum,<sambas> minnum
<sambas> minnum,<id> minum
<id> pacar,<sambas> cinte
<sambas> cinte,<id> pacar
<id> berkedip sebelah mata,<sambas> ngijjat
<sambas> ngijjat,<id> berkedip sebelah mata
<id> sendok,<sambas> suddo'k
<sambas> suddo'k,<id> sendok
<id> cambang,<sambas> jambang
<sambas> jambang,<id> cambang
<id> kemana,<sambas> kemane
<sambas> kemane,<id> kemana
<id> perlahan-lahan,<sambas> alon
<sambas> alon,<id> perlahan-lahan
<id> mencakar,<sambas> nyakar
<sambas> nyakar,<id> mencakar
<id> dorong,<sambas> angsor
<sambas> angsor,<id> dorong
<id> menangguk,<sambas> nanggok
<sambas> nanggok,<id> menangguk
<id> parang untuk memotong kayu,<sambas> parang majok
<sambas> parang majok,<id> parang untuk memotong kayu
<id> beduk,<sambas> baddok
<sambas> baddok,<id> beduk
<id> nasib,<sambas> nasseb
<sambas> nasseb,<id> nasib
<id> buang air besar,<sambas> tiberak
<sambas> tiberak,<id> buang air besar
<id> cair,<sambas> caer
<sambas> caer,<id> cair
<id> menututupi badan dengan kain,<sambas> bekumbo'
<sambas> bekumbo',<id> menututupi badan dengan kain
<id> sakit koreng dikaki,<sambas> rabbo'
<sambas> rabbo',<id> sakit koreng dikaki
<id> tidak ada,<sambas> dak ade
<sambas> dak ade,<id> tidak ada
<id> bau busuk tumbuhan,<sambas> bangar
<sambas> bangar,<id> bau busuk tumbuhan
<id> mendukung,<sambas> dukkong
<sambas> dukkong,<id> mendukung
<id> pelit,<sambas> retok
<sambas> retok,<id> pelit
<id> pelit,<sambas> palek
<sambas> palek,<id> pelit
<id> pelit,<sambas> tuko'an garam
<sambas> tuko'an garam,<id> pelit
<id> serangga,<sambas> bangas
<sambas> bangas,<id> serangga
<id> pada,<sambas> antul
<sambas> antul,<id> pada
<id> pada,<sambas> antol
<sambas> antol,<id> pada
<id> pada,<sambas> ntol
<sambas> ntol,<id> pada
<id> melihat,<sambas> nammu
<sambas> nammu,<id> melihat
<id> begitu,<sambas> geyye
<sambas> geyye,<id> begitu
<id> ayunan anak-anak,<sambas> kuyyut
<sambas> kuyyut,<id> ayunan anak-anak
<id> berbicara,<sambas> ngomong
<sambas> ngomong,<id> berbicara
<id> puasa,<sambas> puase
<sambas> puase,<id> puasa
<id> memasuki,<sambas> masok
<sambas> masok,<id> memasuki
<id> tenggorokan,<sambas> kerongkongan
<sambas> kerongkongan,<id> tenggorokan
<id> tepat,<sambas> tapat
<sambas> tapat,<id> tepat
<id> jenis,<sambas> jannis
<sambas> jannis,<id> jenis
<id> teriak-teriak tak karuan,<sambas> keraok-kepadau
<sambas> keraok-kepadau,<id> teriak-teriak tak karuan
<id> ribut,<sambas> ingngar
<sambas> ingngar,<id> ribut
<id> tidak ikhlas,<sambas> ribbe
<sambas> ribbe,<id> tidak ikhlas
<id> tidak ikhlas,<sambas> daan ikhlas
<sambas> daan ikhlas,<id> tidak ikhlas
<id> iklan tv,<sambas> tajak
<sambas> tajak,<id> iklan tv
<id> kura-kura,<sambas> kurra'
<sambas> kurra',<id> kura-kura
<id> tidak beres,<sambas> daan ganah
<sambas> daan ganah,<id> tidak beres
<id> sebenarnya,<sambas> sebanarnye
<sambas> sebanarnye,<id> sebenarnya
<id> menyingkirkan,<sambas> nyingkerkan
<sambas> nyingkerkan,<id> menyingkirkan
<id> memuaskan,<sambas> bele
<sambas> bele,<id> memuaskan
<id> nyamar,<sambas> nyamar
<sambas> nyamar,<id> nyamar
<id> ya,<sambas> ao'
<sambas> ao',<id> ya
<id> tebak,<sambas> nujjum
<sambas> nujjum,<id> tebak
<id> jeput,<sambas> japput
<sambas> japput,<id> jeput
<id> keluarga,<sambas> family
<sambas> family,<id> keluarga
<id> mahir,<sambas> lihai
<sambas> lihai,<id> mahir
<id> emak,<sambas> umak
<sambas> umak,<id> emak
<id> tidak,<sambas> indak
<sambas> indak,<id> tidak
<id> buntu,<sambas> buntu
<sambas> buntu,<id> buntu
<id> terompah,<sambas> sandal
<sambas> sandal,<id> terompah
<id> halus,<sambas> alus
<sambas> alus,<id> halus
<id> terkentut,<sambas> tikantut
<sambas> tikantut,<id> terkentut
<id> lembu,<sambas> lambu
<sambas> lambu,<id> lembu
<id> kehendak,<sambas> kemaok'an
<sambas> kemaok'an,<id> kehendak
<id> raut muka berubah karena panik akibat terkejut akan sesuatu,<sambas> keseng
<sambas> keseng,<id> raut muka berubah karena panik akibat terkejut akan sesuatu
<id> raut muka berubah karena panik akibat terkejut akan sesuatu,<sambas> kasang
<sambas> kasang,<id> raut muka berubah karena panik akibat terkejut akan sesuatu
<id> rapat / musyawarah,<sambas> bemeteng
<sambas> bemeteng,<id> rapat / musyawarah
<id> mataku perih,<sambas> mateku padeh
<sambas> mateku padeh,<id> mataku perih
<id> keadaan tidak stabil,<sambas> layau
<sambas> layau,<id> keadaan tidak stabil
<id> berdetak kencang,<sambas> bedagub
<sambas> bedagub,<id> berdetak kencang
<id> ngemong bayi,<sambas> nunggah
<sambas> nunggah,<id> ngemong bayi
<id> licin,<sambas> liccing
<sambas> liccing,<id> licin
<id> dunia,<sambas> dunie
<sambas> dunie,<id> dunia
"<id> diam di tempat, tidak kemana-mana",<sambas> nogo'
<sambas> nogo',"<id> diam di tempat, tidak kemana-mana"
<id> tidak kemana-mana,<sambas> nogo'
<sambas> nogo',<id> tidak kemana-mana
<id> diam di tempat,<sambas> nogo'
<sambas> nogo',<id> diam di tempat
<id> membersihkan gigi dari sisa makanan,<sambas> ningngak
<sambas> ningngak,<id> membersihkan gigi dari sisa makanan
<id> orang yang gemuk dan besar,<sambas> tebam
<sambas> tebam,<id> orang yang gemuk dan besar
<id> layang,<sambas> waw
<sambas> waw,<id> layang
<id> layang,<sambas> uwaw
<sambas> uwaw,<id> layang
<id> daya tampung,<sambas> muat
<sambas> muat,<id> daya tampung
<id> lonte,<sambas> moler
<sambas> moler,<id> lonte
<id> terlena,<sambas> khayyal
<sambas> khayyal,<id> terlena
<id> nasib bagus,<sambas> heng
<sambas> heng,<id> nasib bagus
<id> intip,<sambas> nilik
<sambas> nilik,<id> intip
<id> bagaimana,<sambas> gemane
<sambas> gemane,<id> bagaimana
<id> bahenol,<sambas> montok
<sambas> montok,<id> bahenol
<id> lumpuh,<sambas> lumpoh
<sambas> lumpoh,<id> lumpuh
<id> kunci,<sambas> kunci
<sambas> kunci,<id> kunci
<id> sange,<sambas> sangek
<sambas> sangek,<id> sange
<id> botak,<sambas> botak
<sambas> botak,<id> botak
<id> kontribusi,<sambas> ikut nyumbang
<sambas> ikut nyumbang,<id> kontribusi
<id> mirip,<sambas> se'nyalah
<sambas> se'nyalah,<id> mirip
<id> tidak bisa berdiam diri,<sambas> ngelatap
<sambas> ngelatap,<id> tidak bisa berdiam diri
<id> kagum,<sambas> heran
<sambas> heran,<id> kagum
<id> belum,<sambas> ballom
<sambas> ballom,<id> belum
<id> bau keringat yang kering karena berjemur,<sambas> bau ari
<sambas> bau ari,<id> bau keringat yang kering karena berjemur
<id> hancur,<sambas> ancor
<sambas> ancor,<id> hancur
<id> hancur,<sambas> laccor
<sambas> laccor,<id> hancur
<id> kunang kunang,<sambas> impapat
<sambas> impapat,<id> kunang kunang
<id> pedas,<sambas> paddas
<sambas> paddas,<id> pedas
<id> seperti,<sambas> bagai nak
<sambas> bagai nak,<id> seperti
<id> pukulan menggunakan kayu kecil atau rotan,<sambas> rimpat
<sambas> rimpat,<id> pukulan menggunakan kayu kecil atau rotan
<id> bibi,<sambas> ma' tua'
<sambas> ma' tua',<id> bibi
<id> bibi,<sambas> mak tuak
<sambas> mak tuak,<id> bibi
<id> tante,<sambas> ma' tua'
<sambas> ma' tua',<id> tante
<id> tante,<sambas> mak tuak
<sambas> mak tuak,<id> tante
<id> tetak,<sambas> tibak
<sambas> tibak,<id> tetak
<id> selembar,<sambas> selambar
<sambas> selambar,<id> selembar
<id> adalah,<sambas> adalah
<sambas> adalah,<id> adalah
<id> orang yang kuat makan,<sambas> bogoh
<sambas> bogoh,<id> orang yang kuat makan
<id> rakus,<sambas> bogoh
<sambas> bogoh,<id> rakus
<id> koreng besar,<sambas> baggeng
<sambas> baggeng,<id> koreng besar
<id> kapal,<sambas> motodr aek
<sambas> motodr aek,<id> kapal
<id> terputus,<sambas> pagat
<sambas> pagat,<id> terputus
<id> tahu sama tahu,<sambas> tau same tau
<sambas> tau same tau,<id> tahu sama tahu
<id> tidak kemana-mana,<sambas> nogo'k
<sambas> nogo'k,<id> tidak kemana-mana
<id> tidak kemana-mana,<sambas> daan kemane-mane
<sambas> daan kemane-mane,<id> tidak kemana-mana
<id> lap lantai,<sambas> incalap
<sambas> incalap,<id> lap lantai
<id> lusuh,<sambas> lumus
<sambas> lumus,<id> lusuh
<id> heran,<sambas> hesap
<sambas> hesap,<id> heran
<id> tak dapat mengerti,<sambas> hesap
<sambas> hesap,<id> tak dapat mengerti
<id> tak dapat mengerti,<sambas> daan bise ngeratti
<sambas> daan bise ngeratti,<id> tak dapat mengerti
<id> suka mengganggu,<sambas> jajjal
<sambas> jajjal,<id> suka mengganggu
<id> suka mengganggu,<sambas> suke ngacau
<sambas> suke ngacau,<id> suka mengganggu
<id> keduanya,<sambas> kedua'ang
<sambas> kedua'ang,<id> keduanya
<id> keduanya,<sambas> kedua'nye
<sambas> kedua'nye,<id> keduanya
<id> perigi,<sambas> ge'
<sambas> ge',<id> perigi
<id> macam-macam,<sambas> macam-macam
<sambas> macam-macam,<id> macam-macam
<id> macam-macam,<sambas> banyak-ragam
<sambas> banyak-ragam,<id> macam-macam
<id> melepet,<sambas> ngelepet
<sambas> ngelepet,<id> melepet
<id> menekan,<sambas> miccik
<sambas> miccik,<id> menekan
<id> menanam ladi,<sambas> nanam padi
<sambas> nanam padi,<id> menanam ladi
<id> delima,<sambas> delimme
<sambas> delimme,<id> delima
<id> cara,<sambas> care
<sambas> care,<id> cara
<id> kura kura,<sambas> kura'
<sambas> kura',<id> kura kura
<id> cicak,<sambas> caccak
<sambas> caccak,<id> cicak
<id> keruk,<sambas> karrok
<sambas> karrok,<id> keruk
<id> mengeruk,<sambas> ngarrok
<sambas> ngarrok,<id> mengeruk
<id> penuh sesak,<sambas> sassak
<sambas> sassak,<id> penuh sesak
<id> keren,<sambas> mantap
<sambas> mantap,<id> keren
<id> keren,<sambas> sega'k
<sambas> sega'k,<id> keren
<id> sedangkan anak kecil aja tau pacaran,<sambas> sadangkan biak kacik ajak dah tau becinte
<sambas> sadangkan biak kacik ajak dah tau becinte,<id> sedangkan anak kecil aja tau pacaran
<id> montok,<sambas> jambal
<sambas> jambal,<id> montok
<id> sikut,<sambas> siggong
<sambas> siggong,<id> sikut
<id> pakaian pengantin,<sambas> jamang
